64.53,	35.18,	71.19,	43.66,	48.96,	109.75,	296.91,	81.12,	88.23,	74.33,	104.22,	14.45,	69.14,	47.08,	30.59,	42.51,	116.8,	51.46,	80.34,	59.66,	44.24,	66.82,	64.05,	118,	25.32,	58.23,	118.21,	57.51,	13.65,	65.11,	34.98,	55.7,	53.01,	25.98,	59.64,	29.33,	16.3,	28.39,	107.3,	84.99,	23.36,	60.22,	?,	160.79,	44.96,	76.75,	?,	81.62,	26.02,	184.36,	21.94,	90.41,	53.82,	38.7,	51.3,	119.32,	43.59,	64.3,	94.34,	30.62,	54.12,	48.26,	114.46,	33.06,	93.57,	46.62,	26.81,	30.95,	64.61,	63.96,	72.4,	15.75,	32.41,	84.79,	81.8,	28.29,	79.44,	83.45,	63.57,	74,	71.18,	79.5,	42.07,	141.97,	33.77,	69.1,	59.84,	38.59,	71.47,	77.63,	84.95,	36.15,	103.27,	179.68,	47.79,	48.39,	42.08,	34.11,	75.46,	88.25,	
64.4,	35.17,	71.17,	43.71,	49.18,	107.77,	295.74,	82.35,	89.47,	75.36,	103.65,	14.53,	70.6,	47.45,	30.48,	42.76,	117.64,	51.74,	81.83,	59.63,	44.01,	67.31,	64.6,	116.07,	25.46,	58.45,	117.96,	57.67,	13.63,	64.95,	35.58,	57.65,	53.57,	26.51,	60.29,	29.82,	16.5,	29.72,	108.4,	84.99,	23.35,	59.3,	?,	160.19,	45.56,	77.93,	?,	81.48,	26.19,	183.74,	21.7,	90.1,	53.36,	38.74,	51.25,	119.42,	45.42,	64.25,	94.06,	32.03,	54.8,	48.51,	115.29,	33.41,	95.88,	46.54,	26.66,	31.75,	65.02,	64.24,	72.71,	15.86,	32.6,	85.37,	81.73,	28.17,	79.64,	84.54,	64.68,	74.41,	71.92,	79.68,	41.97,	141.51,	33.49,	68.66,	59.93,	38.59,	71.72,	78.34,	85.18,	36.29,	103.49,	179.08,	47.49,	48.58,	42.03,	33.71,	75.34,	88.67,	
63.49,	35.14,	71.71,	43.21,	49.44,	107.04,	297.26,	82.37,	88.8,	74.68,	103.15,	14.37,	71.21,	46.98,	30.39,	42.46,	116.71,	51.28,	82.37,	59.41,	43.69,	67.12,	64.35,	114.33,	25.25,	58.58,	117.42,	57.65,	13.67,	63.94,	36.67,	57.49,	53.33,	26.32,	59.89,	29.73,	16.54,	30.5,	107.54,	84.89,	23.27,	59.21,	?,	159.49,	45.45,	76.89,	?,	81.3,	26.1,	183.64,	21.76,	89.15,	53.06,	38.71,	51.83,	118.82,	44.95,	63.47,	93.66,	31.5,	54.3,	48.52,	114.93,	33.22,	94.81,	46.47,	26.5,	31.57,	65.28,	63.99,	72.29,	15.73,	32.51,	85.18,	81.4,	28.24,	79.13,	83.91,	64.61,	74.58,	71.79,	78.95,	41.81,	142.96,	33.02,	68.17,	59.42,	38.71,	71.48,	77.97,	84.88,	36.11,	102.87,	178.12,	47.2,	48.31,	42.04,	33.68,	75,	88.26,	
65.29,	35.15,	70.98,	42.91,	49.05,	105.66,	296.69,	81.87,	88.14,	74.67,	102.08,	14.33,	71.1,	47.07,	30.18,	41.89,	117.13,	50.86,	84.13,	59.68,	43.85,	67.31,	63.64,	114.43,	25.54,	58.98,	116.74,	57.78,	13.66,	63.15,	36.13,	56.89,	53.28,	26.44,	60.47,	29.54,	16.59,	30.73,	108.36,	83.77,	23.29,	58.9,	?,	159.06,	45.44,	77.11,	?,	81.41,	26.07,	184.88,	21.88,	88.81,	52.64,	38.39,	51.71,	117.84,	45.06,	62.75,	93.1,	31.23,	54.15,	47.65,	114.99,	33.03,	94.24,	46.54,	26.36,	31.73,	65.48,	64.31,	72.65,	15.76,	32.83,	85.19,	80.89,	28.22,	79.11,	83.53,	64.79,	73.65,	71.91,	78.71,	41.52,	142.36,	33.13,	68.21,	59.36,	38.64,	70.95,	77.67,	84.85,	36.1,	102.79,	178.07,	47.52,	48.87,	42.01,	33.78,	75.18,	87.45,	
68.39,	35.19,	71.07,	42.54,	49.26,	105.31,	293.97,	81.69,	88.11,	75.4,	104.03,	14.43,	71.25,	46.78,	30.18,	42.11,	117.28,	51.73,	84.38,	59.8,	43.92,	67.44,	64.41,	114.35,	25.52,	59.41,	117.42,	58.05,	13.65,	63.2,	36.51,	56.55,	54.12,	26.4,	60.39,	29.22,	16.58,	30.06,	107.93,	83.99,	23.23,	58.93,	?,	161.04,	45.99,	77.34,	?,	81.66,	26.61,	184.22,	21.77,	89.78,	52.84,	38.21,	53.06,	118.86,	45.39,	63.01,	92.54,	31.43,	53.78,	48.3,	115.28,	33.08,	95.64,	46.51,	26.7,	31.33,	64.79,	64.85,	72.6,	15.77,	32.83,	84.78,	80.48,	28.3,	79.15,	83.56,	65.56,	74.41,	71.63,	80.65,	41.73,	140.47,	32.95,	68.63,	59.14,	38.69,	71.89,	78.17,	84.79,	36.05,	104.02,	177.54,	47.04,	49.22,	42.13,	33.64,	74.96,	86.97,	
69.64,	34.87,	69.73,	42.6,	49.01,	104.58,	291.34,	79.93,	87.99,	75.06,	102.01,	14.52,	70.9,	46.76,	30.12,	41.72,	116.57,	51.55,	83.65,	59.4,	42.95,	67.25,	64.67,	112.5,	25.57,	58.72,	116.98,	57.72,	13.64,	63.18,	36.39,	56.95,	54.23,	26.25,	60.46,	29.24,	16.41,	30.48,	107.95,	83.3,	23.1,	58.17,	?,	160.68,	46.23,	75.4,	?,	81.33,	26.49,	183.35,	21.82,	87.55,	52.7,	38.1,	52.33,	118.44,	44.28,	62.67,	92.21,	30.96,	54.13,	47.47,	114.26,	32.93,	95.56,	46.64,	26.53,	31.45,	63.35,	64.79,	72.09,	15.7,	33.15,	84.6,	79.86,	28.07,	78.75,	83.42,	65.28,	74.02,	70.85,	80.59,	41.56,	139.21,	32.99,	67.52,	58.41,	38.12,	71.05,	77.39,	84.54,	35.92,	102.84,	177,	46.79,	49.14,	41.91,	33.61,	74.52,	86.53,	
69.56,	34.3,	69.76,	42.04,	48.17,	103.72,	286.47,	79.47,	88.2,	74.07,	100.61,	14.24,	69.8,	46.88,	29.85,	40.8,	114.8,	50.82,	83.68,	58.56,	42.12,	65.92,	65.11,	110.53,	23.73,	57.77,	116.21,	57.11,	13.64,	61.62,	35.81,	57.02,	53.18,	25.52,	59.3,	29.27,	15.97,	30.8,	107.36,	81.85,	23.03,	56.89,	?,	158.13,	46.09,	73.16,	?,	80.02,	25.3,	181.65,	21.29,	86.44,	51.86,	37.67,	51.55,	117.01,	43.15,	61.55,	91.52,	30.53,	53.28,	46.75,	112.54,	32.47,	96.58,	46.06,	26.11,	30.9,	62.5,	64.98,	71.87,	15.78,	32.32,	83.93,	78.09,	27.85,	78,	82.44,	65.27,	73.25,	69.75,	80.42,	40.89,	136.49,	32.59,	66.59,	57.37,	37.61,	69.98,	76.51,	83.69,	35.72,	100.81,	172.61,	46.46,	48.07,	41.81,	33.65,	72.57,	85.76,	
70.18,	34.24,	69.87,	41.58,	48.2,	102.88,	284.82,	78.2,	90.5,	74.36,	101.33,	14.34,	68.63,	46.4,	30,	40.5,	115.24,	50.31,	83,	58.22,	41.66,	66.07,	64.88,	110.64,	23.53,	57.69,	115.85,	56.66,	13.63,	61.41,	35.56,	56.39,	52.92,	25.37,	59.68,	28.97,	15.84,	30.43,	108,	81.79,	22.99,	56.91,	?,	158.04,	46.36,	73.39,	?,	80.37,	25.75,	181.21,	21.18,	86.27,	51.86,	37.64,	51.03,	117.08,	43.25,	61.5,	91.17,	30.33,	52.87,	47.07,	112.58,	32.21,	93.56,	45.8,	26.21,	30.91,	62.66,	64.2,	72.31,	16.03,	32,	83.47,	77.38,	27.43,	77.44,	81.12,	65.22,	74.35,	69.73,	80.35,	40.4,	132.49,	32.43,	66.11,	57.04,	37.7,	70.01,	77.07,	83.78,	35.87,	100.9,	171.82,	45.66,	47.87,	41.57,	33.3,	72.28,	85.52,	
70.93,	34.15,	69.89,	40.98,	47.76,	102.45,	285.57,	74.62,	87.96,	73.53,	102.55,	14.07,	68.89,	45.99,	29.57,	40.77,	114.3,	49.29,	82.07,	57.91,	41.31,	64.84,	63.38,	110.82,	23.53,	57.57,	114.67,	55.93,	13.74,	61.08,	35.31,	55.46,	52.07,	25.23,	59.53,	28.68,	15.67,	29.84,	107.99,	82.18,	22.89,	57.34,	?,	156.05,	46.06,	73.22,	?,	79.88,	25.23,	180.13,	21.54,	87.31,	50.44,	37.38,	50.97,	116.8,	42.97,	61.67,	91.6,	30.03,	53.06,	46.41,	112.3,	31.87,	93.85,	45.69,	25.56,	30.51,	63.7,	62.65,	71.29,	16.24,	31.66,	83.08,	78.06,	27.52,	77.14,	80.56,	64.66,	73.97,	69.31,	78.87,	40.08,	130.59,	32.06,	66.2,	57.03,	37.41,	70.28,	76.36,	83.81,	35.62,	100.46,	173.65,	45.46,	47.55,	41.32,	32.66,	71.77,	84.56,	
70,	33.99,	70.37,	41.11,	47.86,	103.56,	287.09,	75.51,	88.79,	73.47,	102.47,	14.21,	68.86,	46.38,	29.99,	40.4,	115.01,	49.88,	81.73,	57.85,	41.8,	65.51,	63.53,	111.57,	23.58,	58.39,	114.32,	55.93,	13.71,	61.13,	35.62,	55.55,	51.99,	25.1,	59.96,	28.93,	15.85,	29.89,	108.53,	82.14,	22.77,	58,	?,	156.96,	46.75,	72.33,	?,	80.14,	25.19,	180.45,	21.77,	86.62,	50.73,	37.25,	50.98,	117.28,	43.37,	61.92,	91.62,	30.12,	51.81,	46.68,	112.12,	31.72,	94.44,	45.67,	26.06,	30.74,	63.62,	63.2,	71.35,	16.19,	31.79,	82.93,	77.49,	27.59,	77.08,	79.67,	65.03,	73.68,	69.68,	79.08,	40.27,	133.06,	32.14,	65.92,	58,	37.71,	71.02,	76.34,	84.02,	35.81,	100.24,	171.91,	45.85,	47.79,	41.42,	33.01,	71.42,	84.47,	
70.18,	33.92,	71,	40.68,	47.64,	102.63,	284.57,	76.45,	87.55,	72.64,	101.76,	14.26,	68.55,	45.77,	29.72,	40.15,	113.98,	49.12,	80.84,	57.28,	40.96,	65.08,	63.09,	110.7,	23.34,	57.22,	113.75,	55.56,	13.68,	60.39,	35.8,	55.11,	50.96,	25.24,	59.3,	28.68,	15.79,	29.29,	107.39,	81.75,	22.66,	58.69,	?,	154.55,	46.39,	71.78,	?,	79.02,	24.74,	180.74,	21.43,	85.72,	50.25,	36.89,	50.61,	117.78,	45.07,	61.61,	91.25,	29.9,	51.66,	46.63,	110.79,	31.43,	93.39,	45.57,	25.76,	30.73,	63.13,	62.38,	70.87,	16.34,	31.89,	82.38,	76.32,	27.3,	76.94,	79.25,	64.9,	73.52,	69.73,	78.52,	39.71,	132.17,	31.77,	63.54,	57.42,	37.42,	70.42,	75.57,	83.82,	35.74,	99.55,	177.04,	45.24,	47.45,	41.19,	33.15,	71.74,	84.07,	
