@relation COMBINED_TRAINING

@attribute Day numeric
@attribute AAPL numeric
@attribute ABBV numeric
@attribute ABT numeric
@attribute ACN numeric
@attribute AIG numeric
@attribute ALL numeric
@attribute AMGN numeric
@attribute AMZN numeric
@attribute APA numeric
@attribute APC numeric
@attribute AXP numeric
@attribute BA numeric
@attribute BAC numeric
@attribute BAX numeric
@attribute BK numeric
@attribute BMY numeric
@attribute BRK-B numeric
@attribute C numeric
@attribute CAT numeric
@attribute CL numeric
@attribute CMCSA numeric
@attribute COF numeric
@attribute COP numeric
@attribute COST numeric
@attribute CSCO numeric
@attribute CVS numeric
@attribute CVX numeric
@attribute DD numeric
@attribute DIS numeric
@attribute DOW numeric
@attribute DVN numeric
@attribute EBAY numeric
@attribute EMC numeric
@attribute EMR numeric
@attribute EXC numeric
@attribute F numeric
@attribute FB numeric
@attribute FCX numeric
@attribute FDX numeric
@attribute FOXA numeric
@attribute GD numeric
@attribute GE numeric
@attribute GILD numeric
@attribute GM numeric
@attribute GOOGL numeric
@attribute GS numeric
@attribute HAL numeric
@attribute HD numeric
@attribute HON numeric
@attribute HPQ numeric
@attribute IBM numeric
@attribute INTC numeric
@attribute JNJ numeric
@attribute JPM numeric
@attribute KO numeric
@attribute LLY numeric
@attribute LMT numeric
@attribute LOW numeric
@attribute MA numeric
@attribute MCD numeric
@attribute MDLZ numeric
@attribute MDT numeric
@attribute MET numeric
@attribute MMM numeric
@attribute MO numeric
@attribute MON numeric
@attribute MRK numeric
@attribute MS numeric
@attribute MSFT numeric
@attribute NKE numeric
@attribute NOV numeric
@attribute NSC numeric
@attribute ORCL numeric
@attribute OXY numeric
@attribute PEP numeric
@attribute PFE numeric
@attribute PG numeric
@attribute PM numeric
@attribute QCOM numeric
@attribute RTN numeric
@attribute SBUX numeric
@attribute SLB numeric
@attribute SO numeric
@attribute SPG numeric
@attribute T numeric
@attribute TGT numeric
@attribute TWX numeric
@attribute TXN numeric
@attribute UNH numeric
@attribute UNP numeric
@attribute UPS numeric
@attribute USB numeric
@attribute UTX numeric
@attribute V numeric
@attribute VZ numeric
@attribute WAG numeric
@attribute WFC numeric
@attribute WMT numeric
@attribute BIIB numeric

@data
463,74.97,49.8,37.21,78.48,50.87,55.61,118.77,331.81,83.19,98.97,88.48,125.41,16.56,72.42,33.65,50.19,124.01,47.14,101.74,65.04,49.38,75.75,70.31,112.36,22.94,73.91,117.1,66.59,80.47,48.29,67.93,55.89,27.21,66.22,34.64,15.61,62.41,33.39,133.63,33.01,107.47,25.52,70.65,33.05,567.04,157.13,58.52,76.92,92.32,32.43,194.35,26.57,97.6,58.86,38.42,59.45,156.34,47.13,73.45,96.73,34.67,61.11,51.64,134.21,37.26,114.68,56.26,30.03,39.94,73.11,70.21,95.2,40.76,94.61,82.7,30.68,80.2,82.04,79.08,98.19,71.97,98.28,43.34,155.12,34.47,60.22,62.73,46.64,80.67,92.43,96.53,41.53,115.8,206.75,47.47,64.86,48.41,76.98,300.68
464,74,46.58,36.84,76.83,49.83,54.99,112.94,317.11,82.27,96.09,85.13,122.21,16.06,71.25,33.02,48.92,122.27,46.21,101.02,65.25,48.02,73.5,68.52,111.4,22.48,72.4,114.73,65.56,77.51,47.03,68.16,54.08,26.78,65.18,34.45,15.4,59.16,32.61,131.7,32.32,105.15,25.16,65.48,32.74,546.69,154.97,57.65,75.95,90.46,32.51,193.4,26.03,95.23,57,38.32,57.71,152.99,46.39,71.07,97.79,34.43,59.81,49.68,132.36,36.95,112.15,55.03,29.07,38.84,72,70.07,93.44,39.67,93.1,82.41,30.07,79.81,81.69,77.24,95.87,69.73,96.59,43.27,154.78,34.67,58.7,60.42,44.95,79.28,90.95,95.33,40.31,113.35,200.79,46.96,62.76,47.04,75.92,287.35
465,73.45,46.11,36.82,77.09,49.18,54.78,110.8,311.73,81.64,95.99,84.31,120.66,15.71,70.97,32.81,48.47,121.7,45.66,100.22,64.62,47.56,73.47,69.66,111.4,22.29,72.05,115.06,65.18,77.01,46.3,67.11,53.46,26.43,64.54,34.52,15.4,58.53,32.3,130.87,31.8,104.43,25.01,66.03,31.39,537.76,151.73,57.35,74.88,89.53,32.16,192.92,25.79,95.55,54.92,38.06,57.51,151.41,45.91,68.58,97.65,34.03,58.92,48.51,130.8,36.78,110.52,55.1,28.29,38.69,70.81,69.67,92.11,38.87,92.01,81.95,29.34,79.48,81.32,77.18,95.21,68.25,96.38,43.54,154.15,34.75,57.95,59.65,44.41,78.25,89.7,94.97,40.05,112.73,195.89,46.57,63.61,47.41,75.53,274
468,73.74,46.48,37.54,77.82,49.35,54.69,112.16,315.91,82.12,96.81,85.26,121.82,15.94,71.74,32.92,47.6,122.29,47.65,101.54,65.17,48.26,73.49,70.28,111.88,22.68,72.84,116.7,65.68,77.62,46.84,67.34,53.98,26.53,64.51,34.64,15.47,58.89,33.03,131.64,31.78,104.57,25.29,66.79,32,545.2,153.74,58.81,75.15,90.05,32.61,195.47,26.16,95.82,54.58,38.16,58,153.38,46.24,71.08,98.46,34.17,57.8,48.69,131.55,37.37,109.91,54.75,28.88,38.66,71.94,70.87,92.75,39.46,92.98,82.34,29.35,79.53,82.33,78.29,96.31,68.82,97.75,43.62,155.72,34.91,58.46,59.9,44.74,78.48,90.22,94.8,40.14,113.73,200.25,46.77,65.01,47.44,76.4,279.52
469,73.22,47.5,37.77,78.92,49.61,55.04,113.82,316.08,82.87,97.44,85.8,122.83,16.33,72.33,32.94,47.81,123.77,48.29,101.26,65.67,48.01,73.94,71.69,111.38,22.72,72.91,118.28,65.98,77.66,46.91,68.23,53.9,26.7,65.68,35.34,15.61,59.09,32.74,131.81,31.54,106.13,25.39,68.17,32.8,548.7,153.92,59.7,75.07,90.83,32.1,194.73,26.37,97.85,54.42,39.59,58.46,154.92,46.31,72.05,99.17,33.98,57.77,49.19,132.48,37.33,110.25,55.23,29.36,39.23,71.84,71.94,93.43,39.61,93.55,82.75,29.37,79.56,82.53,78.64,96.71,68.41,99.36,44.2,157.45,35.22,58.52,60.14,45.23,78.8,91.91,94.49,40.54,114.62,203.28,46.42,65.35,48.1,75.91,285.49
470,73.37,47.76,38.18,79.11,50.16,55.47,114.36,323.68,83.71,97.75,87.16,124.58,16.07,72.42,33.11,48.75,126,48.16,102.28,66.47,48.76,74.58,72.52,112.8,22.86,73.37,119.78,66.79,78.95,47.82,69.4,54.69,26.48,66.72,35.58,15.83,59.72,32.74,133.38,32.17,107.6,25.69,69.28,33.4,563.9,156.2,60.23,75.75,92.4,32.2,194.12,26.52,97.41,54.88,40,58.99,156.94,46.33,73.82,99.17,34.49,58.21,49.86,135.13,37.48,112.13,55.43,29.7,39.87,72.65,72.46,94.19,40.01,94.45,83.54,29.56,80.36,82.93,79.32,97.81,70.29,100.19,44.76,158.97,35.64,58.94,61.29,44.63,77.49,93.21,96.04,40.01,116.82,208.57,46.6,65.49,48.4,76.24,291.48
471,74.21,48.18,38.72,78.9,50.59,55.25,114.28,324.91,84.89,98.46,85.98,126.44,16.09,71.79,33.45,49.09,127.18,48.2,102.18,66.59,48.69,74.31,73.49,112.81,23.03,73.48,121.6,66.06,79.99,48.04,70.23,54.97,26.4,67.54,35.4,15.76,58.94,32.74,135.18,32.41,108.48,26.12,70,33.41,543.34,156.42,60.62,76.26,92.21,31.64,187.8,26.63,97.61,54.84,40.12,59.45,157.74,46.4,74.02,98.6,34.37,58.27,50.5,136.08,37.57,112.56,55.64,30.57,39.48,73.57,73.42,95.19,39.96,95.23,84.31,29.72,80.47,81.33,80.45,98.9,69.66,99.16,44.08,157.37,35.58,59.03,61.92,45.24,75.11,93.93,96.68,39.79,117.32,207.16,47.09,66.08,48.24,76.68,290.54
475,75.09,49.06,38.5,79.71,50.58,55.25,115.82,330.87,85.58,98.52,86.43,126.34,16.03,72.13,33.4,50.14,126.5,47.82,102,66.49,49.47,74.47,73.32,113.41,23.22,73.41,122.15,66.11,79.11,48.07,70.04,54.93,26.71,67.69,35.28,15.74,61.24,32.71,135.9,32.48,108.72,26.15,71.6,33.41,539.37,156.78,62.63,77.12,92.29,31.65,190.03,26.54,98.64,54.65,40.15,59.88,158.96,46.46,74.2,98.03,34.5,58.66,50.45,136.96,37.54,112.34,56.41,30.79,39.41,73.45,73.49,95.81,40.12,96.07,84.67,30.32,80.27,81.67,80.06,100.22,69.99,101.04,44.11,158.09,35.6,58.79,61.83,45.52,74.28,94.89,97.57,39.92,117.05,208.34,47.47,65.46,48.43,76.62,297.98
476,75.16,49.63,38.39,79.64,50.77,55.5,118.08,329.32,85.98,98.47,86.83,126.07,16.23,71.37,33.44,50.61,127.15,48,103.04,66.02,50.41,74.53,72.9,112.87,23.34,72.98,121.91,66.43,79.45,48.26,70.16,55.47,26.54,67.8,35.23,15.86,63.03,33.03,136.65,32.69,107.47,26.14,72.86,33.65,545.5,159.42,63.09,78.81,92.44,31.49,189.91,26.44,98.82,55.42,40.11,59.06,154.23,47.31,74.42,97.68,34.75,58.02,51.19,137.22,37.75,111.55,56.92,31,39.46,73.89,73.3,95.84,40.34,95.55,83.91,30.46,79.97,81.71,79.75,98.27,70.65,101.27,44.29,158.09,35.83,59.34,61.7,46,75.09,95.14,97.67,40.17,117.93,209.18,47.41,66.7,48.54,76.58,306.2
477,74.18,49.76,38.39,79.11,51.41,55.67,112.16,324.58,87.36,98.48,86.89,129.12,16.31,71.23,34.06,50.57,127.2,48.38,102.73,65.53,50.79,74.34,72.75,114.09,23.32,72.83,122.59,66.42,79.52,48.68,70.84,54.94,25.69,68.49,35.24,15.99,61.36,33.23,135.96,32.61,110.99,25.98,73.86,33.81,537.51,159.41,64.43,77.67,93.13,31.46,189.5,26.35,98.86,55.66,40.13,58.6,159.44,46,73.25,97.5,34.83,58.1,51.2,136.34,37.43,111.74,56.66,30.84,39.17,73.64,73.67,93.95,39.67,95.4,84.18,30.38,79.72,81.53,79.85,98.99,69.9,101.45,44.17,158.2,34.47,59.76,62.73,45.87,74.66,95.07,97.9,40.47,118.39,208.03,46.92,66.71,48.89,77.05,306.75
478,80.26,48.95,38.22,78.36,52.25,55.88,112.56,337.15,87.74,99.68,87.17,128.36,16.28,71.29,33.48,50.33,126.95,48.31,104.62,66.09,50.94,74.16,73.21,114.33,23.15,72.81,122.21,66.19,79.59,48.55,71.44,54.84,25.3,68.59,35.35,16.08,60.87,33.66,135.71,32.77,109.83,26.02,74.08,33.59,534.44,159.81,63.2,78.91,92.73,31.71,188.01,26.35,98.6,55.8,40.1,57.73,158.1,46.93,74.24,98.19,35.01,58.06,51.24,135.01,37.52,110.22,56.69,30.75,39.34,72.94,73.88,94.05,39.63,95.76,84.28,30.17,80.51,81.66,77.04,94.74,70.59,101.04,44.62,158.55,34.06,60.45,62.39,47.85,75.91,94.42,97.31,40.18,117.72,208.61,45.79,66.74,48.63,77.32,294.84
479,80.85,48.77,37.83,78.43,51.38,55.59,110.27,303.83,87.06,98.99,86.79,127.17,15.89,71.31,33.46,50.13,127.26,47.73,104.03,65.9,50.55,72.77,73.13,114.31,22.83,72.98,121.9,65.74,78.23,47.82,69.94,53.72,25.26,67.54,35.59,15.55,57.71,33.74,133.84,32.53,108.43,26.16,73.9,33.15,523.1,157.21,62.57,78.52,91.76,31.3,187.42,25.86,98.43,55.31,40.41,57.55,158.56,46.16,70.56,99.07,35.05,57.93,50.39,134.92,38.21,109.29,56.4,30.39,39.38,72.25,74.4,92.98,39.34,95,84.02,30.21,80.76,82.27,76.78,93.73,70.95,100.99,45.19,158.02,34.05,60.27,61.97,45.75,74.99,93.03,96.09,39.76,115.97,198.18,45.45,65.98,48.36,77.62,285.81
482,83.98,50.49,38.17,79.07,51.87,56.31,110.34,296.58,86.59,98.85,86.82,125.57,14.89,72.27,33.22,49.99,127.7,47.28,103.6,67.51,51.27,72.39,73.37,114.89,22.85,73.35,123.62,65.85,77.78,46.63,69.82,53.64,25.12,67.33,35.84,15.73,56.14,33.62,134.16,31.67,106.82,26.34,74.08,33.19,522.98,155.53,62.49,79.3,91.57,31.9,190.89,25.93,99.96,55.1,40.43,58.02,158.84,46.16,71.14,98.66,35.65,58.45,50.26,135.58,39.01,109.89,55.85,29.9,40.33,71.23,68.91,93.2,40.01,95.31,85.57,31.48,82.28,83.12,77.22,94.26,70.43,100.53,45.6,158.74,34.63,61.17,61.85,45.16,75.07,93.1,96.94,39.7,116.46,200.66,46.1,66.77,48.25,78.75,283.12
483,83.73,50.98,38.33,79.68,52.57,56.36,110.76,300.38,87.61,99.61,87.55,126.89,15.18,71.92,33.68,48.95,128.49,48.14,104.64,66.69,51.12,72.94,73.4,114.7,22.98,73.21,123.85,66.26,78.64,48.02,70.02,54.54,25.2,67.16,35.52,15.88,58.15,34.16,135.1,31.9,107.68,26.32,76.24,33.42,536.33,157.21,62.72,78.66,91.58,32.66,192.84,26.08,99.66,55.71,39.98,58.66,159.45,46.21,71.93,99.83,35.31,58.52,51.13,135.9,39.2,110.08,57.86,30.43,39.98,72.03,69.63,93.65,39.99,95.5,84.52,31.2,81.79,83.32,77.68,94.72,70.14,100.63,45.29,159.56,34.97,60.97,61.53,45.83,74.53,94.07,96.69,40.1,116.32,201.9,46.27,66.64,48.78,78.66,290.84
484,83.42,51.69,38.53,80.22,52.89,56.42,110.61,304.13,86.58,98.52,87.19,127.53,15.08,71.77,33.73,49.72,128.85,47.89,104.74,66.95,51.33,73.33,73.04,114.98,22.93,72.46,123.41,66.4,79.34,49.2,69.54,51.83,25.59,67.29,34.39,16.04,59.78,34.09,135.88,31.91,108.87,26.45,78.49,33.9,534.88,158.78,62.78,78.65,92.01,32.76,194.18,26.29,99.91,55.59,40.19,58.14,161.57,45.69,73.44,99.71,35.36,58.54,51.63,137.42,39.19,110.32,57.7,30.84,39.87,72.5,70,94.01,40.76,94.39,84.65,30.73,81.9,83.56,77.87,94.3,70.13,100.79,44.77,160.46,35.24,60.75,63.17,45.16,74.37,94.34,97.17,40.31,117.08,201.84,46.23,67.22,48.94,78.7,287.12
485,83.61,51.22,38.46,79.84,52.7,56.76,111.61,307.89,86.82,99.04,86.58,126.97,15.03,73.35,33.8,49.15,129.06,47.75,104.41,66.66,51.68,73.95,73.74,114.86,22.84,72.83,122.84,65.84,79.56,48.03,69.43,51.69,25.41,67.1,35.33,15.8,61.15,33.89,135.87,32.36,109.19,26.33,79.02,34.31,538.53,159.33,62.62,78.47,91.35,32.35,191.28,26.05,99.16,55.33,40.18,58.56,160.3,46.15,74.11,99.3,35.34,58.93,50.86,139.12,38.91,109.86,58.75,31.13,39.47,72.47,70.24,93.06,40.85,93.64,84.33,30.6,81.69,83.84,78.15,94.23,70.62,100.05,44.69,160.88,35.13,60.74,63.55,44.94,74.28,93.53,96.79,39.91,115.57,205.31,46.72,68.73,48.94,78.69,286.75
486,83.77,50.79,38.35,79.36,52.11,56.65,111.27,308.01,86.74,99.06,86.69,128.44,15.19,73.67,34.28,49.43,128.09,47.72,104.35,66.75,51.6,75.23,75.21,114.45,22.77,73.6,122.62,65.93,80.31,48.01,69.82,52.01,25.48,66.64,35.18,15.79,60.46,34.4,136.58,32.41,110.42,26.24,77.71,34.38,533.87,157.85,63.57,78.54,91.48,32.2,189.21,26.01,97.96,55.19,40.35,58.12,161.33,46.75,73.67,99.76,35.19,58.49,51.18,138.44,39.05,111.81,57.37,30.6,39.17,72.54,70.78,93.05,40.69,93.1,84.28,30.21,81.27,83.51,78.15,94.65,70.11,100.28,43.66,160.34,35.17,61.01,62.92,45.49,74.36,93.14,97.23,39.93,115.29,203.65,46.62,68.17,48.88,78.12,282.01
489,84.95,50.97,38.63,79,52.48,56.59,112.02,310.05,86.74,98.98,87.12,130.43,15.02,73.47,34.15,49.66,126.61,47.17,103.86,66.55,52.03,75.22,75.57,113.8,22.79,74.71,123.25,66.46,81.22,48.67,69.89,52,25.57,66.73,35.58,15.63,61.22,33.8,135.48,32.71,111.28,26.14,79.83,34.16,535.33,155.34,63.62,77.84,91.72,32.21,189.03,26,98.64,53.84,40.16,57.93,162.53,46.07,74.71,99.47,35.32,58.77,50.82,138.92,38.97,114.45,57.77,29.98,38.91,72.84,71.2,93.12,41.09,93.36,84.67,29.44,81.05,83.47,78.71,95.54,70.42,100.35,43.96,161.25,35.3,58.9,64.13,45.43,74.56,93.01,96.63,39.99,115.59,206.35,46.89,69.15,48.86,77.62,290.06
490,84.03,50.53,38.37,78.73,50.31,56.04,111.13,297.38,86.2,102.21,85.96,129.32,14.68,72.94,33.46,50.55,124.67,46.35,103.22,66.37,51.38,74.4,75.76,112.15,22.55,74.17,122.87,66.27,81.03,48.43,69.73,50.95,25.36,65.69,35.38,15.45,58.53,33.57,135.12,32.3,111.13,25.76,78.32,34.16,522.57,153.54,63.23,76.58,90.7,31.84,187.82,26.03,98.16,52.97,39.9,57.61,160.93,45.17,73.7,99.29,34.94,58.92,49.25,137.62,38.85,113.61,56.27,29.37,38.55,71.81,71.37,93.23,40.89,94.47,84.14,28.91,80.49,83.41,78.46,94.77,69.35,100.25,43.83,160.65,35.04,56.71,64.14,45.09,74.59,92.79,96.07,39.69,114.78,204.58,46.96,68.09,48.4,77.02,285.94
491,83.73,52.39,38.48,78.21,51.43,57.28,111.62,292.71,87.54,101.38,87.74,129.57,14.75,73.7,34.15,50.39,127.45,46.69,103.96,66.88,51.31,75.83,76.77,111.3,22.7,75.63,124.11,67.12,80.29,48.83,72.58,50.57,25.07,66.32,36.09,15.35,57.39,33.72,138.16,32.01,111.36,26.09,78.77,34.48,518,154.51,64.45,76.25,92.03,32.03,188.19,26.2,99.54,53.67,40.31,58.19,161.63,44.89,73.76,100.28,37.79,59.04,49.76,139.45,39.14,115.54,55.02,29.61,38.9,71.74,71.92,94.44,40.94,94.86,85.55,28.77,81.44,83.92,78.48,96.58,69.51,101.12,44.33,162.81,35.3,57.19,64.46,45.29,77.22,93.31,97.5,40,115.67,207.91,47.59,69.17,49.05,77.45,284
492,83.58,51.76,38.52,78.83,52.13,57.44,109.65,288.32,87.81,99.5,88.38,129.78,14.87,73.78,34.32,50.36,126.67,47.13,104.28,66.75,50.68,75.88,75.69,114.03,22.85,75.59,122.99,67.17,81.6,48.52,70.52,50.26,25,66.33,35.81,15.7,56.76,33.57,136.33,34.1,111.33,26,78.73,34.26,520.17,156.38,63.14,76.22,92.07,31.94,187.8,26.17,99.13,53.98,40.13,58.54,161.81,44.8,74.13,100.27,37.48,59.15,51.25,139.14,39.19,115.42,54.03,29.6,39.12,72.6,71.59,94.97,40.75,93.84,85.41,28.91,81.51,84.32,78.65,96.42,69.35,99.53,43.68,163.1,35.94,57.38,64.67,45.82,76.21,93.49,97.66,39.87,115.78,210.1,47.97,68,48.99,78.17,282.96
493,83.23,51.87,38.78,78.74,52.04,57.59,110.34,292.24,88.67,100.07,88.6,130.31,14.69,74.01,33.95,50.8,127.34,46.98,104.4,67.3,50.58,76.14,76.31,114.69,22.85,76.01,122.93,66.85,81.95,48.58,70.26,50.54,25.23,66.24,35.54,15.66,57.24,33.64,137.14,34.03,112.19,25.98,79.76,33.65,526.62,156.18,63.21,76.87,91.91,32.07,188.96,26.13,99.54,53.64,40.27,58.4,162.59,45.49,74.27,101.23,37.65,59.88,50.95,139.65,39.28,115.26,54.4,29.59,39.02,73,71.32,94.77,40.92,94.75,85.91,28.78,81.74,84.51,78.65,95.97,70.05,99.47,43.15,162.73,35.97,58.17,64.98,45.55,76.27,93.79,98.42,39.86,115.75,210.01,47.96,67.97,48.74,78.68,286.65
496,84.27,51.98,39.06,79.19,53.14,57.81,110.59,302.86,89.81,100.55,89.41,131.8,15.01,74.32,34.63,51.62,127.29,47.26,105.53,66.84,50.23,77.43,77.07,115.8,23.01,76.55,123.13,67.25,82.42,49.42,70.57,51.33,25.36,67.33,34.75,15.73,59.83,34.61,139.77,35.07,114.24,26.41,80.35,34.23,538.43,158.52,63.88,77.42,93.48,32.53,191.44,26.2,99.15,54.27,40.22,58.46,164.3,46.06,74.91,101.16,37.29,60.7,51.67,141.11,39.44,115.57,54.48,30.24,39.44,74.17,71.68,96.23,41.83,95.05,85.67,28.88,81.08,84.24,79.11,97.12,70.91,99.54,42.75,163.1,36.1,58.67,66,46.65,77.05,94.94,100.14,39.99,117.38,210.9,47.65,68.65,49.41,78.63,300.54
497,84.4,51.81,39.45,79.68,53.72,57.86,110.28,304.64,89.79,100.37,88.85,132.65,14.97,74.36,34.71,51.8,127.89,47.41,106.48,66.91,49.69,77.21,77.29,115.58,22.69,76.28,123.73,67.2,82.08,49.35,71.95,51.58,25.44,67.38,34.98,15.75,59.83,35.27,139.76,34.78,114.68,26.48,80.3,34.56,541.54,159.24,63.81,76.43,93.32,32.98,191.06,26.28,99.65,54.24,40.51,59.56,165.01,45.54,74.72,101.82,37.54,60.54,51.67,140.72,39.68,116.51,54.93,30.24,40.17,74.13,72.5,97.04,41.77,96.14,85.97,28.94,80.96,84.05,79.51,98.22,70.92,99.5,42.8,161.75,35.74,58.6,65.74,45.85,77.35,95.57,101.13,40.07,117.49,211.26,47.34,68.87,49.46,78.62,295.85
498,84.42,52.47,39.72,78.85,53.15,57.55,111.53,297.62,89.64,101.01,88.22,132.19,14.78,74.4,34.03,51.73,127.53,47.11,105.86,66.61,49.42,75.88,77.18,114.78,22.64,75.73,124.29,67.23,80.92,49.5,71.28,51.65,25.59,66.84,34.46,15.64,59.23,35.21,138.95,34.16,114.05,26.32,80.97,34.35,534.41,158.42,63.7,75.48,91.85,32.67,187.61,26.16,99.5,53.98,40.29,59.62,162.67,44.95,73.99,101.33,37.3,60.36,50.58,139.9,39.4,116.6,55.54,30.16,39.99,73.13,72.23,96.88,41.76,96,85.58,28.85,80.53,83.87,79.55,96.2,69.93,99.99,43.21,162.67,35.93,58.31,65.53,45.32,76.48,95.22,100.67,39.9,116.66,209.46,47.5,67.92,48.95,78.22,296.5
499,83.7,52.29,39.03,78.42,52.62,57.03,109.76,295.19,88.7,99.04,87.36,130.42,14.5,73.54,33.51,48.57,126.36,46.51,104.33,66.07,49.89,76.13,76.77,114,24,75.29,122.77,66.35,80.15,47.93,70.27,51.36,25.67,66.18,34.21,15.58,57.92,34.93,138.3,33.9,112.62,26.16,80.1,33.78,529.12,155.62,62.09,75.42,90.29,32.12,185.36,25.84,99.32,53.14,39.93,57.75,160.98,44.42,72.98,100.81,36.94,59.62,49.22,139.29,39.13,115,55.07,29.68,39.35,72.49,71.7,95.9,41.81,95.68,84.5,28.81,79.89,83.46,78.93,94.88,69.62,98.76,42.93,163.24,36.05,57.24,65.1,44.61,75.8,94.68,99.76,40.1,115.05,207.06,47.45,67.42,48.69,76.33,289.53
500,84.94,52.53,38.85,79.53,52.26,57.2,111.4,297.7,88.56,98.57,87.26,130.02,14.46,73.6,33.88,48.42,126.86,46.43,105.36,66.57,49.77,75.48,76.72,115.26,24.19,76.3,122.14,66.54,80.39,48.3,70.2,51.95,26.03,66.09,34.04,15.65,58.02,34.71,137.85,33.95,112.96,26.23,80.8,33.43,528.3,155.42,62.56,76.52,90.32,32.23,185.96,25.65,99.21,52.94,40.29,57.87,159.56,45.14,73.64,101.44,37.21,60.1,49.11,139.44,39.75,115.64,55.05,30.05,39.58,73.49,72.76,96.8,41.57,94.33,85.29,28.87,79.69,83.89,78.57,94.21,70.7,98.85,43,164.4,36.27,57.69,65.47,44.7,75.97,96.69,100.63,40.42,113.94,209.41,48.55,67.09,48.74,76.51,291.32
503,85.94,53.7,39.42,79.56,52.47,57.66,111.54,296.76,89.1,99.53,87.88,130.56,14.62,73.62,33.95,48.97,127.13,46.76,104.73,66.39,50.48,75.81,77.09,116.02,24.17,76,121.91,66.55,81.05,48.65,70.81,52.33,26.14,66.27,33.64,15.81,59.21,34.77,138.62,34,114.21,26.17,82.05,33.67,538.83,156.65,62.92,75.67,91.01,32.81,185.9,25.87,99.27,53.46,40.11,58.18,159.76,45.33,73.75,100.41,37.08,60.05,49.58,139.97,39.29,115.79,55.52,30.07,39.5,74.03,73.36,97.23,42.04,94.58,84.86,29.02,79.3,83.86,78.96,94.47,70.78,99.54,42.31,163.82,35.92,57.77,66.63,45.31,76.51,96.9,100.69,40.89,114.37,209.96,48.63,69.16,49.15,76.11,290.75
504,85.96,53.14,39.33,78.4,52.25,57.54,111.68,301.19,89.5,98.53,86.85,128.8,14.48,73.14,33.93,48.4,126.06,46.54,100.92,66.22,50.23,75.19,77.19,114.78,23.94,75.66,121.47,66.21,81.09,49.05,72.07,51.96,26.06,64.92,33.56,15.66,58.56,34.16,137.08,33.97,112.48,25.87,81.14,32.51,540.39,155.34,62.59,77.12,89.93,32.51,183.8,25.87,98.89,53.35,39.99,58.19,158.05,45.3,73.54,99.86,37.12,59.13,49.2,138.55,39.11,115.5,55.18,29.62,39.43,72.81,73.16,97.33,41.44,94.11,84.41,28.99,79.59,83.35,79.01,94.24,69.99,99.64,42.26,163.66,35.05,56.1,65.78,45.42,75.98,96.05,99.83,40.64,112.46,207.52,48.13,68.5,48.62,75.19,289.79
505,86.19,52.87,39.35,79.37,53.27,57.88,112.95,305.01,90.06,100.16,87.62,130.17,14.56,73.32,34.18,48.35,126.66,46.84,102.23,66.46,50.92,76.38,77.87,114.17,24.29,76.43,123.11,66.74,82.19,49.24,73.06,51.88,26.17,65.12,33.57,15.8,60.49,33.98,138.67,34.43,114.04,26.05,81.81,32.9,549.7,158.32,62.88,77.24,90.83,32.23,185.29,26.03,99.77,53.74,40.27,58.6,159.35,45.19,75.52,100.87,37.33,59.47,49.88,139.83,39.71,116.4,55.75,29.92,40.1,73.75,73.41,98.29,41.56,96.21,84.86,29.31,79.85,84.26,78.82,94.25,70.16,100.82,42.33,162.79,34.82,56.69,66.89,45.36,77.03,96.73,101.03,40.74,114.19,209.7,48.65,68.48,49.33,75.16,295.36
506,86.32,53.23,39.44,79.45,53.3,57.81,114.31,304.91,90.11,101.06,87.91,131.05,14.66,73.5,34.42,48.44,126.98,47.13,102.43,66.27,51.27,76.36,77.8,114.38,24.2,76.93,122.59,67.03,82.35,49.09,72.23,51.5,26.22,65.68,33.87,15.8,60.52,34.02,138.95,34.41,114.37,26.07,82.9,32.86,555.45,158.81,63.12,77.93,91.02,31.5,184.59,25.98,100.28,54.17,39.99,59.24,159.28,46.66,75.64,100.76,36.99,59.49,50.24,139.48,39.74,118.89,55.66,30.3,39.85,74.42,73.45,98.49,41.4,95.85,84.34,29.4,80.01,84.4,78.71,94.99,71.16,100.84,42.68,162.43,34.93,55.49,66.81,45.85,77.64,96.75,100.96,40.9,114.39,208.97,48.92,69.45,49.64,74.9,299.69
507,87.3,53.54,39.39,79.79,53.36,57.84,113.78,312.24,89.95,100.83,88.54,131.61,14.67,73.53,34.44,48.43,126.8,47.28,103.38,66.39,51.54,76.9,77.77,114.59,24.33,76.84,122.33,67.61,83.32,49.97,72.17,52.02,26.38,66.04,33.82,15.91,61.35,34.15,141.11,34.83,114.88,26.07,80.94,33.06,563.8,159.12,63.72,78.32,91.54,33.42,184.85,26.12,100.3,54.15,39.99,59.32,160.09,46.83,76.34,100.32,36.94,59.64,50.42,140.3,39.74,119.51,55.98,30.4,39.87,75.38,73,98.65,42.03,95.59,84.59,29.23,79.88,84.67,79.03,95.83,71.74,100.63,42.57,163.59,34.87,55.19,67.49,45.96,78.07,97.23,102.02,40.97,114.89,211.67,49.21,69.41,49.81,75.12,299.71
