@relation COMBINED_TRAINING

@attribute Day numeric
@attribute AAPL numeric
@attribute ABBV numeric
@attribute ABT numeric
@attribute ACN numeric
@attribute AIG numeric
@attribute ALL numeric
@attribute AMGN numeric
@attribute AMZN numeric
@attribute APA numeric
@attribute APC numeric
@attribute AXP numeric
@attribute BA numeric
@attribute BAC numeric
@attribute BAX numeric
@attribute BK numeric
@attribute BMY numeric
@attribute BRK-B numeric
@attribute C numeric
@attribute CAT numeric
@attribute CL numeric
@attribute CMCSA numeric
@attribute COF numeric
@attribute COP numeric
@attribute COST numeric
@attribute CSCO numeric
@attribute CVS numeric
@attribute CVX numeric
@attribute DD numeric
@attribute DIS numeric
@attribute DOW numeric
@attribute DVN numeric
@attribute EBAY numeric
@attribute EMC numeric
@attribute EMR numeric
@attribute EXC numeric
@attribute F numeric
@attribute FB numeric
@attribute FCX numeric
@attribute FDX numeric
@attribute FOXA numeric
@attribute GD numeric
@attribute GE numeric
@attribute GILD numeric
@attribute GM numeric
@attribute GOOGL numeric
@attribute GS numeric
@attribute HAL numeric
@attribute HD numeric
@attribute HON numeric
@attribute HPQ numeric
@attribute IBM numeric
@attribute INTC numeric
@attribute JNJ numeric
@attribute JPM numeric
@attribute KO numeric
@attribute LLY numeric
@attribute LMT numeric
@attribute LOW numeric
@attribute MA numeric
@attribute MCD numeric
@attribute MDLZ numeric
@attribute MDT numeric
@attribute MET numeric
@attribute MMM numeric
@attribute MO numeric
@attribute MON numeric
@attribute MRK numeric
@attribute MS numeric
@attribute MSFT numeric
@attribute NKE numeric
@attribute NOV numeric
@attribute NSC numeric
@attribute ORCL numeric
@attribute OXY numeric
@attribute PEP numeric
@attribute PFE numeric
@attribute PG numeric
@attribute PM numeric
@attribute QCOM numeric
@attribute RTN numeric
@attribute SBUX numeric
@attribute SLB numeric
@attribute SO numeric
@attribute SPG numeric
@attribute T numeric
@attribute TGT numeric
@attribute TWX numeric
@attribute TXN numeric
@attribute UNH numeric
@attribute UNP numeric
@attribute UPS numeric
@attribute USB numeric
@attribute UTX numeric
@attribute V numeric
@attribute VZ numeric
@attribute WAG numeric
@attribute WFC numeric
@attribute WMT numeric
@attribute BIIB numeric

@data
274,68.39,44.44,33.19,71.69,48.78,50.22,110.87,320.51,85.21,93.8,74,115.4,13.99,62.09,29.89,45.95,114.41,48.67,81.94,58.18,44.7,68.42,67.75,113.53,22.77,56.24,116.77,57.35,64.09,37.6,57.5,55.63,25.31,62.75,28.54,16.72,50.28,32.33,114.72,33.47,85.47,23.53,62.4,35.02,444.44,156.6,48.6,74.7,81.24,21,180.84,22.12,84.9,51.07,36.34,48.79,120.97,47.63,67.28,92.15,30.16,52.76,45.92,116.43,33.09,102.9,46.87,26.86,32.97,71.01,70.31,76.73,33.26,92.13,77.33,28.05,73.59,83.86,66.33,74.23,76.12,88.47,39.39,138.22,32.21,61.75,62.49,39.18,71.39,76.58,88.87,35.58,102.76,190.37,44.78,55.4,40.12,71.9,246.23
275,67.53,44.5,32.6,71.33,48.41,49.93,108.97,314.76,84.77,92.12,73.44,112.86,13.93,62.65,29.36,45.58,113.37,48.36,81.84,57.98,44.27,67.66,67.56,113.13,22.47,55.79,114.28,56.16,63.24,37.67,57.18,54.91,24.76,62.07,28.02,16.47,49.18,31.85,112.99,32.91,83.97,23.31,61.71,34.39,438.48,154.8,47.91,74.27,79.87,20.53,179.76,21.84,84.21,50.92,36.08,47.11,118.79,47.16,66.56,91.56,30.05,52.29,45.74,115.8,33.04,104.11,46.86,26.59,32.92,70.76,69.8,75.61,32.82,91.74,77.21,27.82,73.51,83.64,65.77,73.1,75.8,88.07,38.66,135.66,31.92,61.55,61.48,39.14,71.34,76.21,87.72,35.54,101.5,187.22,44.99,54.84,39.87,71.36,233.84
276,67.48,45.27,32.86,71.44,49.09,51.36,110.73,319.04,86.13,93.03,73.73,114.78,13.98,63.18,29.93,46.52,113.75,49.1,82.07,58.09,44.89,69.17,68.33,113.15,22.48,56.02,114.16,57.02,64.5,38.86,58.12,55.58,25.03,62.31,28.08,16.61,51.04,32.59,114.17,33.41,83.9,23.26,63.04,34.79,436.61,154.5,48.57,74.17,80.65,20.86,180,22.05,84.92,51.64,36.11,46.71,118.47,47.37,66.98,91.59,30.36,52.6,46.49,116.63,33,104.47,46.73,26.73,32.94,71.25,70.44,75.74,32.91,92.72,77.39,28.04,73.68,83.21,66.66,72.44,76.32,88.63,38.75,136.02,32.02,61.51,62.58,38.86,71.81,75.49,88.6,35.8,102.07,189.04,45.08,54.68,40.16,71,240.3
279,68.14,44.58,32.8,70.56,48.29,50.52,108.09,310.03,85.95,92.73,72.37,114.28,13.74,63.02,29.67,46.03,112.86,48.14,81.41,57.97,44.36,67.76,68.25,112.13,22.35,55.88,113.91,56.5,63.8,38.24,57.57,54.57,24.92,62.06,27.94,16.34,50.52,32.27,113.13,32.85,84.16,23.15,61.77,34.28,433.3,152.23,48.53,73.53,81.31,20.54,177.96,22.07,84.21,50.82,35.97,46,119.5,46.5,66.32,91.26,30.26,51.97,45.74,115.93,33.09,103.52,46.4,26.58,32.37,70.46,69.57,75.07,32.54,92.59,76.85,27.67,73.32,82.77,65.85,73.39,75.79,87.92,38.59,137.74,32.26,60.8,61.87,38.79,71,74.91,87.65,35.32,101.83,184.92,45.26,54.09,39.5,70.1,236.59
280,67.19,43.06,32.32,69.33,47.27,49.53,105.68,303.23,85.24,91.27,71.65,113.05,13.62,62.6,29.02,45.62,111.37,47.63,80.75,57.72,43.88,66.72,67.56,110.95,22.11,56.19,112.81,55.49,63.22,37.43,57.41,52.97,24.19,61.34,28.15,16.03,47.14,31.74,111.53,32.21,82.98,22.89,59.38,33.34,427.26,151.05,48.17,72.69,80.24,20.36,174.74,21.73,83.26,49.87,36.19,46.39,118.43,45.78,65.11,90.86,30.2,51.72,45.28,114.44,33.02,102.08,46.27,26.29,32.09,69.42,69.24,74.53,32.08,90.92,76.72,27.3,73.98,82.16,65.02,72.25,74.48,86.6,39.09,135.9,31.84,60.27,61.23,38.19,70.32,74.64,86.58,34.9,100.59,181.15,44.57,53.77,39.13,71.1,225.5
281,67.98,43.34,32.48,69.45,47.3,49.97,104.23,298.23,85.06,91.26,71.65,112.1,13.77,63.17,29.23,45.44,111.77,47.91,81.4,58.58,43.6,66.99,67.18,113.3,21.97,57.17,112.23,55.36,62.81,37.82,57.51,52.33,24.42,61.54,28.54,16.15,46.77,31.72,112.03,31.97,82.86,22.8,58.9,33.29,428.36,152.42,48.07,72.56,80.31,22.17,177.28,21.83,83.6,49.76,36,46.3,118.02,45.85,65.44,90.21,30.12,52.31,45.22,114.84,32.81,102.41,45.8,26.51,32.15,70.02,68.87,75.13,31.9,91.31,77.27,27.35,74.58,80.46,64.4,72.17,74.21,85.7,39.33,136.1,32.45,60.81,60.84,38.24,70.22,74.76,86.36,35.16,100.67,182.46,44.72,53.91,39.25,71.2,223.85
282,68.4,44.58,33.08,70.41,49.14,50.99,107.79,305.17,86.74,93.54,74.08,116.44,14.16,64.11,30.24,46.84,114.84,49.23,82.58,59.52,44.6,69.61,69.12,114.4,22.47,57.84,112.47,56.67,64.78,39.26,59.46,53.42,24.76,63.29,28.96,16.45,49.05,32.37,114.5,32.64,85.93,23.45,62.74,33.96,434.55,155.95,49.5,73.9,83.44,21.9,180.65,22.33,85.37,51.49,36.68,47.45,122.51,47.05,67.57,91.34,30.7,53.5,46.9,116.57,33.79,104.03,46.01,27.37,32.82,72.54,70.19,77.16,32.69,92.42,78.43,27.82,75.49,82.37,65.51,74.4,76.05,88.05,39.62,139.28,32.84,61.55,63.39,39.04,72.78,77.07,87.9,36.11,103.68,187.6,45.36,54.88,40.3,72.95,234.17
283,68.85,44.55,33.2,71.85,49.55,51.52,108.75,310.89,87.07,94.58,74.81,115.54,14.12,64.15,30.2,46.68,115.81,49.18,83.44,60.16,45.3,70.74,69.74,114.6,22.73,58.67,113.72,56.32,65.4,39.91,59.97,54.37,24.9,63.65,29.15,16.63,49.11,32.57,115.3,32.99,86.28,23.6,62.69,34.45,436.43,157.91,50.16,74.7,84.79,22.37,182.01,22.48,87,51.48,36.67,47.19,122.02,48.02,68.13,91.63,30.35,54.21,47.52,117.92,33.84,105.41,45.82,27.68,33.18,72.56,70.25,76.95,32.96,92.79,78.57,27.77,76.07,81.29,66.2,74.38,76.74,88.64,39.73,140.41,32.89,61.32,63.96,39.3,73.07,77.19,88.37,36.22,104.75,190.74,45.58,54.84,40.29,72.97,234.8
286,69.3,45.22,33.43,71.8,49.78,51.82,109.42,310.7,87.73,94.86,75.47,116.99,14.28,64.61,30.6,46.67,116,49.56,84.05,60.24,45.69,70.93,69.98,114.95,22.79,58.79,114.6,56.74,66.02,39.66,60.11,54.77,24.99,63.89,28.84,16.7,49.51,32.99,114.81,33.45,86.33,23.58,63.87,34.43,438.49,157.38,50.84,74.73,84.32,22.47,182.81,22.67,87.34,51.68,36.8,47.34,123.31,48.09,68.61,91.61,30.19,54.41,47.45,118.58,34.03,105.54,45.3,27.91,33.49,73.15,70.92,77.26,32.98,93.01,78.82,28.38,76.32,82.88,66.4,74.52,77.01,89.77,39.41,140.71,32.62,61.75,64.07,39.46,73.51,77.14,87.97,36.35,104.64,191.97,45.31,55.57,40.6,72.84,238.84
287,69.67,44.97,33.15,70.75,49.57,51.42,109.29,306.4,87.84,94.94,74.66,115.74,14.17,64.42,30.28,46.4,114.63,48.82,83.58,59.95,45.62,70.42,69.91,114.06,22.64,58.17,114.18,56.53,65.63,39.29,60.14,53.97,24.26,63.09,28.36,16.49,49.5,33.16,119.49,33.18,85.38,23.4,63.6,33.81,441.45,155.57,50.65,73.58,83.49,22.36,180.55,22.61,87.46,51.29,36.56,47.12,121.76,47.67,68.35,90.72,30.07,53.81,47.13,117.04,33.64,103.76,45.12,27.72,33.53,72.8,70.81,76.94,32.45,92.54,78.34,28.19,75.21,81.74,66.81,73.84,75.64,89.15,38.93,140.36,32.42,61.05,63.54,39.17,72.67,76.67,87.9,36.06,103.56,189.92,44.83,55.18,40.4,72.54,236.47
288,70.01,45.93,35.3,71.57,50.8,52.62,112.07,310.49,89.33,96.63,75.72,117.85,14.49,65.66,30.19,47.78,116.69,50.8,84.08,60.97,46.2,71.07,70.95,116.04,22.46,58.27,115.16,57.42,65.54,39.97,61.64,53.52,24.39,63.06,27.62,16.8,51.14,33.25,122.66,33.7,86.07,23.56,65.65,34.23,449.46,160.13,51.45,73.35,84.09,22.84,182.57,22.91,88.61,52.94,36.89,47.22,123.65,47.69,69.25,92.09,30.93,54.7,48.06,118.13,33.99,104.18,45.7,28.35,33.67,73.6,71.87,78.09,32.72,94.23,79.97,28.81,76.52,82.31,67.49,74.4,76.95,90.76,39.34,143.32,32.89,61.99,64.03,39.66,73.97,77.09,88.92,36.41,104.18,194.15,45.73,56.44,41.05,73.74,241.18
289,70.48,47.01,36.55,71.98,51.39,52.93,113.61,310.77,89.66,95.85,79.6,119.76,14.59,65.35,30.75,48.63,116.92,51.08,84.26,62.08,46.69,70.97,71.39,116.93,22.25,59.32,115.51,57.99,65.61,40.22,62.11,51.38,24.23,63.51,27.9,16.97,52.21,33.81,124.58,34.08,86.89,23.87,67.36,34.75,444.84,156.25,51.2,74.13,85.06,22.95,170.94,23.12,89.45,53.15,37.42,47.98,125.1,48.23,70.16,92.34,31.77,55.52,48.04,119.77,33.92,104.44,45.65,28.65,33.95,73.62,71.73,76.73,32.57,95.31,80.27,29.26,77.58,83.07,67.33,75.74,77.64,90.03,39.94,144.62,33.12,62.92,63.99,39.56,70.21,74.14,89.49,36.84,105.74,196.78,47.33,57.59,41.51,73.91,247.1
290,71.09,47.17,36.67,72.01,51.83,52.85,112.7,328.93,90.55,96.52,79.89,119.99,14.56,64.15,30.89,48.68,116.97,51.11,85.72,61.82,46.26,70.43,71.41,116.32,22.42,60.32,115.63,57.97,66.33,40.14,62.35,52.2,24.68,63.93,27.62,17.04,54.22,33.99,125.82,34.02,86.91,24.71,68.21,34.97,506.21,156.62,51.94,73.1,82.94,23.04,169.91,23.08,89.12,53.24,37.65,47.85,124.66,46.89,71.21,92.07,31.93,55.79,48.21,119.99,34.15,104.58,45.16,29.4,33.99,75,72.76,78.07,32.6,95.52,80.68,29.5,77.57,83.11,67.03,74.99,78.21,92.55,39.97,144.08,33.28,62.74,64.72,39.62,67.65,74.61,90.54,37.07,105.46,198.93,48.41,57.42,41.51,73.84,244.9
293,72.84,47.19,36.24,72.66,51.53,52.8,111.44,326.44,88.89,95.14,79.77,118.96,14.45,63.42,31.03,48.24,116.89,50.99,86.08,61.28,46.31,70.11,71.04,116.06,22.39,59.7,115.8,57.81,66.79,40.19,64.43,51.94,24.84,64.23,27.46,17.01,53.85,34.13,126.79,34.15,86.51,25.28,66.99,34.59,502.15,157.68,50.15,73.03,83.01,23.11,169.01,23.33,88.7,53.21,37.69,47.93,121.18,47.43,71.48,91.48,31.97,55.69,48.34,120.39,34.3,104.89,45.06,29.15,34.01,75.16,72.51,78.18,32.65,94.31,80.06,29.39,77.14,83.03,67.4,73.24,78.35,92.04,39.8,142.95,33.87,62.76,64.89,39.89,67.09,75.49,91.3,37.21,105.35,198.52,48.96,57.21,41.45,73.3,243.07
294,72.63,47.82,36.4,73.07,51.82,52.75,113.96,332.54,89,94.48,80.24,119.95,14.45,63.47,31,48.69,117.49,50.72,87.52,62.47,46.58,69.84,71.24,116.48,22.12,60.69,116.59,58.5,68.16,40.37,64.63,51.83,23.66,64.67,27.56,17.1,52.68,35.42,129.06,34.62,86.67,25.17,68.09,34.51,504,157.17,51.26,73.27,84.49,23.6,171.07,23.27,89.83,52.57,37.95,48.42,125.77,47.6,71.56,92,32.72,55.93,47.93,120.92,34.67,106.3,45.03,29.18,33.62,75.03,72.09,78.76,32.6,95.06,81.1,29.66,78.52,83.92,67.54,74.36,79.77,93.01,40.3,145.66,33.88,63.17,65.66,39.2,67.74,75.9,91.29,37.22,103.89,198.46,49.5,57.52,41.76,74.44,250.6
295,73.34,47.17,36.61,72.9,51.4,52.07,113.43,326.76,88.05,91.43,80,126.35,14.14,63.43,30.99,47.93,116.41,50.15,82.21,62.47,46.18,69.39,70.4,115.84,21.74,60.77,116.09,58.55,67.29,39.88,63.23,51.73,23.29,64.74,26.87,17.03,51.9,35.68,129.18,34.52,84.77,24.86,69.01,34.16,516.22,155.68,50.23,73.48,85.01,23.31,171.86,22.95,89.57,51.72,37.95,48.57,127.64,48.64,70.79,91.12,32.58,56.83,47.05,120.34,34.64,106.44,45.11,28.8,32.82,74.63,69.8,84.1,32.41,92.96,81,29.59,79.03,84.25,65.7,76.58,78.94,91.41,40.31,144.8,33.93,62.35,65.77,38.66,66.91,75.98,91.47,37.13,104.14,197.38,49.19,57.62,41.58,74.03,251.12
296,74.31,46.78,36.59,72.63,51.34,52.53,113.95,332.21,89.07,93.42,80.27,126.31,14.1,63.6,31.22,48.34,116.84,50.11,82.96,62.05,46.97,69.5,71.37,114.93,21.85,61.37,116.51,59.68,68.21,39.47,63.62,52.34,23.33,64.8,26.65,17.26,52.45,36.44,130.93,34.93,85.65,25.09,69.83,34.72,513.29,157.87,50.59,75.15,85.59,23.43,173.84,22.99,89.82,51.45,37.67,48.8,128.26,49.82,72.16,91.57,32.71,56.69,47.35,120.62,34.24,106.13,44.78,29.11,32.78,74.58,70.08,85.87,32.77,94.29,80.23,29.6,78.74,84.3,65.6,76.18,77.95,91.42,40.04,146.35,33.3,62.21,66.21,38.81,66.51,75.61,91.99,36.96,104.8,201.37,48.8,58.07,41.52,74.54,249.22
297,73.48,48.11,36.63,72.74,51.39,52.34,114.07,363.39,89.74,95.26,81.96,128.48,14.19,63.65,31.39,47.75,117.03,50.02,83.2,62.6,47.37,69.23,72.02,115.13,21.93,60.72,116.54,60.18,68.42,38.4,63.66,51.64,23.42,65.47,26.86,17.1,51.95,36.47,131.41,34.61,86.77,25.03,69.68,34.68,508.11,159.97,51.17,74.63,85.81,23.55,172.91,23.43,89.56,51.74,37.89,48.91,129.59,49.97,72.07,91.67,32.94,56.55,47.41,121.53,34.52,106.81,45.09,28.95,34.73,74.77,73.26,85.65,32.85,94.15,81.02,29.6,78.15,84.71,66.91,78.01,78.85,91.47,40.47,145.62,33.84,62.15,66.16,39.15,66.52,74.73,93.08,36.98,105.25,201.52,49.08,58.01,41.68,74.2,252.26
300,74.03,48.23,36.66,73.44,50.97,52.15,116.04,358.16,89.65,95.69,82.11,127.19,14.16,64.87,31.39,50.93,116.94,50.11,82.72,63.74,47.43,69.62,71.86,116.03,22.02,61.04,116.85,59.85,68.16,38,63.16,51.97,23.47,65.37,26.97,17.07,50.23,36.3,131.88,34.58,86.17,25.23,68.73,34.89,508.01,159.34,51.51,74.44,85.64,23.41,173.4,23.55,89.86,51.65,38.45,49.12,128.85,49.49,72.68,92.24,33.03,56.83,47.37,122.02,35.05,107.01,43.94,28.69,34.58,74.58,73.43,86.1,32.84,94.79,82.24,29.72,79.42,85.95,67.17,79.12,77.61,91.42,40.45,143.66,34.2,62.94,66.07,39.91,65.85,74.6,95.19,36.92,103.75,201.54,48.95,58.22,41.65,75.24,254.43
301,72.18,48.59,36.66,74.02,51.78,52.35,115.98,362.7,90.14,96.86,83.01,126.98,14.08,64.75,31.68,52.2,117.41,50.18,82.51,64.91,46.92,69.77,72.29,117.41,22.29,61.84,117.42,59.77,68.08,38.34,63.65,53.34,23.62,65.64,26.95,17.11,49.4,36.7,132.49,34.57,86.4,25.35,69.5,35.14,518.64,159.99,52.72,75.85,85.77,23.39,178.06,23.7,90.59,51.7,38.64,48.47,129.26,49.99,72.93,92.9,33.35,57.67,47.96,122.37,35.64,105.45,44.16,29.13,34.53,74.98,72.44,85.98,33.41,93.76,83.1,30.22,80.55,86.39,67.55,79.88,78.51,92.56,40.4,142.87,34.88,62.4,65.98,40.94,66.98,73.85,95.71,36.98,104.17,202.69,49.45,58.57,41.78,75.16,254.39
302,73.33,47.63,36.32,73.37,51.5,51.96,114.62,361.08,88.24,95.12,82.45,127,14.1,64.14,31.55,52.02,116.34,49.85,81.94,64.2,46.31,68.66,71.23,116.43,22.18,61.52,116.26,59.33,67.64,38.15,62.55,52.73,23.62,65.16,27.43,16.95,49.01,36.31,132.16,33.7,85.03,25.5,72.67,36.28,515.73,159.93,52.73,76.22,85.04,23.74,176.14,23.68,90.24,51.57,38.46,47.51,129.32,49.53,72.26,92.88,33.3,57.12,47.77,121.89,35.29,104.79,43.83,28.88,34.55,75.19,72.43,85.05,33.23,93.35,82.35,29.91,79.63,85.41,67.66,80.1,79.7,92.44,39.93,142.12,34.87,63.74,64.54,40.9,66.91,73.86,95.68,36.92,103.71,202.27,48.91,57.94,41.91,75.01,248.95
303,73.02,47.28,35.94,72.63,51.19,52.05,113.89,364.03,88.11,94.41,81.16,127.8,13.9,64.02,31.36,51.42,115.09,48.75,81.82,63.71,46.81,67.55,71.31,116.67,22.03,61.56,115.93,59.5,67.75,38.35,62.36,52.71,23.69,65.23,27.42,16.72,50.21,35.81,130.36,33.84,85.17,25.28,71.18,36.01,515.81,158.76,52.5,76.23,85.05,23.91,175.22,23.65,90.07,50.53,38.41,48.1,128.95,49.17,71.4,93.35,33.11,56.59,46.12,122.93,35.45,103.73,43.69,28.5,34.42,74.83,71.89,84.56,33.2,93.37,81.73,29.67,78.88,85.2,68.1,80.37,79.92,92.28,39.47,140.92,34.81,62.85,64.73,41.26,67.15,74.26,95.65,36.53,104,195.18,48.89,58.06,41.52,74.86,244.19
304,72.65,47.78,36.34,72.13,47.85,52.27,116.4,359,88.54,93.52,81.52,130.28,13.95,63.9,31.91,51.38,115.27,48.71,82.04,64.36,47.85,68.26,71.08,118.27,22.04,61.88,114.05,59.4,68.17,37.85,62.79,51.94,23.27,65.29,27.54,16.51,49.75,35.83,133.99,34.12,85.68,25.67,70.97,36.44,514.03,159.93,52.7,75.35,85.23,25.43,175.24,23.52,90.81,51.48,38.45,48.64,130.12,48.57,73.43,94.05,33.05,56.45,46.13,122.98,35.55,104,43.82,28.97,34.54,75.13,71.58,85.52,33.23,92.95,82.19,30.14,79.27,85.81,68.5,81.71,79.25,91.57,39.57,142.79,34.85,62.69,64.8,41.2,67.52,74.93,95.63,36.53,105.24,197.65,48.87,59.31,41.5,75.17,243.1
307,73.59,47.59,36.36,71.85,48.64,52.17,115.01,358.74,89.64,95.04,81.29,130.04,13.97,64.18,32.06,51.93,114.87,48.6,82.34,64.7,47.38,68.48,71.31,118.99,22.05,61.28,114.13,58.64,67.97,37.31,63.58,51.37,23.21,65.62,27.46,16.61,48.22,36.43,134.46,33.91,85.61,25.56,69.34,36.51,513.57,161.03,53.5,75.36,84.64,25.28,176.25,23.45,90.48,51.02,38.36,48.67,131.28,49.16,72.53,94.11,33.07,56.46,46.86,123.39,35.64,102.5,44.3,29.11,34.94,75.43,71.66,85.36,33.41,94.97,82.01,30.22,79.44,86.28,68.18,82.07,79.25,92.07,40.03,143.27,35.05,63.27,64.67,41.16,67.83,75.42,97.24,36.7,105.7,194.93,49.44,58.95,41.52,75.42,240.07
308,73.41,47.01,36.74,72.49,47.86,51.99,112.91,358.89,88.43,92,81.26,130.81,13.86,63.3,31.9,51.42,114.36,48.35,82.49,64.33,47.05,68.82,70.57,118.78,22.53,62.51,114.47,58.63,68.01,37.62,62.92,51.08,23.18,65.11,27.14,16.7,50.11,36.23,135.56,33.85,85.63,25.55,69.54,36.14,511.27,159.83,52.6,75.02,84.67,24.99,173.89,23.44,90.26,50.93,38.35,48.63,131.01,49.56,73.32,94.21,32.9,56.29,46.86,123.19,35.75,102.09,43.95,28.76,35.62,76.25,71.13,84.96,33.2,93.96,82.25,30.21,79.54,86.17,67.63,82.43,80.85,90.97,39.65,141.52,34.17,62.7,64.25,41.08,67.61,75.15,97.65,36.83,105.4,195.87,48.49,59.1,41.46,75.51,244.06
309,73.2,46.89,36.93,74.15,47.16,52.6,111.14,356.18,87.76,91.17,81.48,130.81,13.89,63.54,31.92,50.95,114.91,48.59,82.66,64.97,47.02,68.45,71.87,122.67,22.73,63.15,117.07,59.08,68.16,38.15,60.56,53.28,23.53,65.66,27.87,16.53,49.12,36.12,132.12,33.68,86.19,26.02,67.36,35.66,511.89,161.38,53.85,74.79,85.04,25.13,176.14,23.66,90.49,51.08,38.88,48.75,132.37,49.35,73.07,94.69,32.9,56.66,47.02,124.18,36.01,103.13,44.53,28.9,37.12,75.82,72.09,84.99,33.76,94.27,84.25,30.18,80.89,87.01,68.35,82.87,80,91.8,40.3,142.39,34.44,63.73,63.74,41.31,69.15,75.66,96.48,37.07,106.37,197.51,48.99,58.65,41.56,76.23,238.48
310,72.01,46.1,37.01,74.65,46.88,51.94,108.88,343.56,87.9,89.12,80.29,129.26,13.73,63.39,31.56,50.23,113.83,48.32,82.1,63.78,46.46,68.02,70.51,121.4,22.57,62.82,115.88,59.16,66.33,37.58,58.95,52.57,23.49,64.33,27.44,16.18,47.56,35,129.91,32.57,85.33,25.73,65.63,35,504.48,157.55,53.36,74.08,83.81,25.21,176.94,23.47,90.15,50.64,38.67,48.28,131.72,48.46,71.82,94.01,31.57,56.49,46.66,123.47,35.71,102.86,44.4,28.49,36.45,74.77,71.21,84.03,33.69,93.14,82.91,30.12,80.41,86.02,65.75,82.22,77.97,90.64,40.06,141.63,33.76,62.88,61.57,40.83,68.63,75.61,95.99,36.63,105,194.61,48.56,58.02,40.85,75.6,231.19
311,73.15,46.87,37.48,74.35,48.11,53.09,111.02,350.31,89.1,90.13,81.14,131.21,14.25,63.3,32.69,51.25,115.88,49.91,82.68,63.81,47.38,68.75,71.66,121.4,22.96,63.06,117.12,60.28,67.74,38.55,59.29,53,23.57,65.23,27.22,16.47,47.53,35.63,131.92,33.6,85.73,26.16,67.37,35.72,508.52,161.04,54.77,73.87,85.75,25.45,176.93,23.5,91.47,52.9,38.88,48.88,133.57,48.12,73.13,93.82,32.15,57.21,49.16,125.02,35.76,106.04,45.35,29.21,36.73,76.17,72.8,84.16,34.04,93.61,83.45,30.52,80.6,85.48,66.1,83.28,80.07,92.35,39.76,139.52,33.82,63.16,63.71,41.15,69.36,76.05,96.99,37.23,106.26,196.79,48.59,58.51,41.83,76.04,236.69
314,72.94,47.4,37.27,74.59,48.4,53.13,110.98,354.38,89.09,90.31,80.76,130.26,14.33,63.39,32.62,51.48,115.65,50.14,82.59,63.61,46.57,68.84,71.53,121.64,22.9,63.21,117.01,60.37,67.51,38.54,59.88,52.82,23.49,65.21,27.71,16.51,46.2,35.52,131.87,33.22,85.7,26.12,67.51,35.74,505.8,161.7,54.75,73.77,85.73,25.85,179.77,23.58,91.7,53.04,38.71,48.54,132.64,48.49,73.8,93.9,31.85,57.27,48.93,124.98,35.66,105.33,45.54,29.85,36.54,76.21,73.48,84.89,34.06,94.27,83.06,30.44,80.35,85.79,66.27,82.97,79.86,92.43,40.04,139.04,33.69,63.72,63.56,40.97,69.36,76.43,96.66,37.09,105.8,197.76,48.36,58.26,41.87,77.06,234.79
315,73.07,46.34,36.84,75.39,47.76,52.37,110.99,349.53,89.01,89.1,80.4,130.07,14.25,64.05,32.11,51.44,114.21,49.49,82.3,63.7,46.2,68.67,70.82,121.07,23.17,63.24,115.97,60.33,66.94,38.23,59.02,52.83,23.86,64.58,27.06,16.34,46.61,34.97,133.97,32.93,85.27,26.16,67.61,35.72,506.4,160.76,53.91,74.56,84.91,25.73,179.95,23.83,90.99,52.91,38.72,48.33,132.72,49.5,73.45,94.45,31.91,57.07,48.35,125.38,35.53,107.32,46.11,29.52,36.32,75.93,73.11,85.18,34.39,92.94,83.24,30.58,80.88,85.81,67.14,82.79,79.74,90.58,39.93,136.59,33.82,63.48,62.9,41.03,68.82,76.84,97.18,36.91,105.18,196.77,48.55,58.29,41.41,76.77,235.62
316,73.16,46.7,37.14,76.49,48.14,52.93,111.8,356.22,90.14,90.38,80.8,130.89,14.57,64.51,32.54,50.77,114.81,49.96,82.64,64.07,46.61,69.22,71.32,122.09,23.44,63.65,116.06,59.68,68.13,38.48,59.78,53.03,23.83,65.54,27.26,16.71,48.71,35.39,134.63,33.45,85.61,26.26,68.5,37.46,516.75,160.81,54.98,75.95,85.82,25.99,180.43,24,90.78,53.08,38.95,49.29,132.75,50.65,73.23,94.89,32.77,57.37,49.05,125.6,35.79,108.78,45.87,29.81,37.1,76.89,72.99,86.13,34.68,94.26,83.54,31.05,81.56,86.64,68.63,83.38,80.58,91.65,40.27,137.58,33.72,64.87,63.74,41.56,69.86,77.52,98.37,37.17,105.77,198.67,48.39,59.38,41.88,76.95,236.1
317,74.22,46.88,37.13,76.14,48.87,53.44,113.65,367.4,91.41,90.24,81.25,132.78,14.73,65.7,32.67,51.63,115.69,50.18,82.21,64.57,46.9,69.84,71.65,122.66,20.87,64.53,116.51,60.52,69.17,38.96,59.99,52.88,23.36,65.89,27.1,16.7,48.99,35.4,135.77,33.89,86.45,26.1,68.98,37.52,518.13,161.07,55.7,77.26,86.95,24.6,179.11,23.8,91.34,53.34,39.04,49.75,133.74,51.31,74.03,94.36,33.61,58.01,50.39,126.77,35.9,109.25,46.33,30.1,36.96,77.67,74,85.86,34.07,94.73,83.97,31.18,82.37,86.71,69.8,83.6,80.27,91.88,40.87,139.77,33.81,64.68,64.41,41.79,70.28,77.65,98.91,37.42,106.98,199.03,48.66,59.23,42.2,77.13,237.58
